UNIX_time,joint_vel
1527183246.45,0.0
1527183246.47,0.00021
1527183246.49,0.0001
1527183246.51,0.0001
1527183246.54,0.000150469265965
1527183246.56,0.000150469265965
1527183246.58,0.0001
1527183246.6,0.0
1527183246.62,0.000314826936586
1527183246.64,0.000244452449364
1527183246.66,0.000112432201793
1527183246.68,0.0
1527183246.7,0.000112432201793
1527183246.72,0.000112432201793
1527183246.74,0.000112432201793
1527183246.76,0.000116365802537
1527183246.78,0.000116365802537
1527183246.8,0.0
1527183246.82,0.0
1527183246.84,0.0001
1527183246.86,0.000320376341199
1527183246.89,0.000320376341199
1527183246.91,0.000234661458276
1527183246.93,0.000205973299241
1527183246.95,0.000150469265965
1527183246.97,0.0001
1527183246.99,5.0159744816e-05
1527183247.01,0.000165096941219
1527183247.03,0.00021
1527183247.05,0.0
1527183247.07,0.0
1527183247.09,0.00032975900291
1527183247.11,0.00032975900291
1527183247.13,0.00021
1527183247.15,5.0159744816e-05
1527183247.17,0.000215907387553
1527183247.2,0.000238203694346
1527183247.22,0.000122743635273
1527183247.24,0.000122743635273
1527183247.26,0.000243240621608
1527183247.28,0.0
1527183247.3,0.0
1527183247.32,0.000215696546101
1527183247.34,0.000157292720747
1527183247.36,0.000157292720747
1527183247.38,0.000120519707932
1527183247.4,0.0003
1527183247.42,0.0002
1527183247.44,0.000111467484048
1527183247.46,0.000205973299241
1527183247.48,0.0
1527183247.5,4.9244289009e-05
1527183247.52,0.00031
1527183247.55,0.000120519707932
1527183247.57,4.9244289009e-05
1527183247.59,5.0159744816e-05
1527183247.61,0.000135207248326
1527183247.63,0.0001
1527183247.65,5.40832691319e-05
1527183247.67,0.000158559137233
1527183247.69,0.000122743635273
1527183247.71,0.0001
1527183247.73,0.0
1527183247.75,0.0001
1527183247.77,0.000158322455767
1527183247.79,0.000158322455767
1527183247.81,4.9244289009e-05
1527183247.83,0.000215696546101
1527183247.86,0.00011
1527183247.88,0.0001
1527183247.9,0.0001
1527183247.92,0.000124763776794
1527183247.94,0.000166330995308
1527183247.96,0.000216852484422
1527183247.98,0.0001
1527183248.0,0.000113688170009
1527183248.02,0.00031
1527183248.04,0.00041
1527183248.06,0.000113688170009
1527183248.08,0.000216852484422
1527183248.1,0.000232916293977
1527183248.12,0.000100747208398
1527183248.15,0.000112432201793
1527183248.17,0.0
1527183248.19,0.000112432201793
1527183248.21,0.00021
1527183248.23,0.00021
1527183248.25,0.0
1527183248.27,0.0002
1527183248.29,0.00041
1527183248.31,0.000215696546101
1527183248.33,5.0159744816e-05
1527183248.35,0.00022886895814
1527183248.37,0.00011
1527183248.39,5.40832691319e-05
1527183248.41,0.00041
1527183248.43,0.000314682379551
1527183248.45,0.0002
1527183248.47,0.0001
1527183248.49,0.0
1527183248.52,0.0001
1527183248.54,0.000150469265965
1527183248.56,0.000112432201793
1527183248.58,0.0001
1527183248.6,5.4918120871e-05
1527183248.62,5.4918120871e-05
1527183248.64,0.000150469265965
1527183248.66,0.000150469265965
1527183248.68,0.000159893714698
1527183248.7,0.000186791327422
1527183248.72,0.000226550215184
1527183248.74,0.0001
