UNIX_time,joint_vel
1527177724.85,0.0
1527177724.87,0.00021
1527177724.9,0.000217062203066
1527177724.92,0.00021
1527177724.94,0.000122947143114
1527177724.96,5.4918120871e-05
1527177724.98,5.99999999999e-05
1527177725.0,0.000122576506721
1527177725.02,0.000124763776794
1527177725.04,0.000168347854159
1527177725.06,0.000160178025959
1527177725.08,0.000150469265965
1527177725.1,0.000157292720747
1527177725.12,0.000217062203066
1527177725.14,0.000158
1527177725.16,0.000244452449364
1527177725.18,0.000157292720747
1527177725.2,0.00018233211456
1527177725.22,0.000164821115152
1527177725.25,0.000107703296143
1527177725.27,0.000114087685576
1527177725.29,0.000314826936586
1527177725.31,0.000114087685576
1527177725.33,0.00021
1527177725.35,0.000135207248326
1527177725.37,0.000124523090228
1527177725.39,0.000149469060344
1527177725.41,5.4918120871e-05
1527177725.43,0.0001
1527177725.45,0.00031
1527177725.47,0.00021
1527177725.49,0.000217062203066
1527177725.51,0.00021
1527177725.54,0.00011
1527177725.56,0.000139014387745
1527177725.58,0.000101197826064
1527177725.6,5.4918120871e-05
1527177725.62,0.000217062203066
1527177725.64,0.000160178025959
1527177725.66,0.000159893714698
1527177725.68,0.00031
1527177725.7,0.000323080485328
1527177725.72,0.000233111561275
1527177725.74,0.000139014387745
1527177725.76,0.000122947143114
1527177725.78,0.0001
1527177725.8,0.000244452449364
1527177725.82,0.000167770676818
1527177725.84,0.000150966883786
1527177725.86,0.000160178025959
1527177725.89,0.00021
1527177725.91,0.000217062203066
1527177725.93,0.000217062203066
1527177725.95,0.000120896650078
1527177725.97,0.000111874930168
1527177725.99,0.000135207248326
1527177726.01,9.1e-05
1527177726.03,0.000142762039772
1527177726.05,9.1e-05
1527177726.07,0.000122947143114
1527177726.09,0.000215870331449
1527177726.11,0.000215907387553
1527177726.13,5.0159744816e-05
1527177726.15,0.00011
1527177726.17,4e-05
1527177726.2,0.000127342059038
1527177726.22,0.0001
1527177726.24,0.0
1527177726.26,0.000112432201793
1527177726.28,0.000193597520645
1527177726.3,0.000158609583569
1527177726.32,0.000243427607309
1527177726.34,0.000243240621607
1527177726.36,0.000323080485328
