UNIX_time,joint_vel
1527016024.62,0.0
1527016024.64,0.000118055071894
1527016024.66,0.0001
1527016024.68,0.000333552094882
1527016024.7,0.000238203694346
1527016024.72,0.000118055071894
1527016024.74,0.000117524465538
1527016024.76,0.000147787008901
1527016024.78,0.000226550215184
1527016024.8,0.00031
1527016024.82,0.00031
1527016024.84,0.000150469265965
1527016024.87,0.000150469265965
1527016024.89,0.000111874930168
1527016024.91,0.000321442063209
1527016024.93,0.000232036635038
1527016024.95,0.000150469265965
1527016024.97,0.000428085271879
1527016024.99,0.00031
1527016025.01,5.01597448159e-05
1527016025.03,5.01597448159e-05
1527016025.05,0.000203214172734
1527016025.07,0.000147787008901
1527016025.09,0.000436442436067
1527016025.11,0.000154715868611
1527016025.13,0.000140946798474
1527016025.15,9.86965044973e-05
1527016025.17,0.000112432201793
1527016025.19,0.00032975900291
1527016025.21,0.000175846523992
1527016025.23,0.000546394546093
1527016025.26,0.000342435395367
1527016025.28,0.000117524465538
1527016025.3,0.000206194083329
1527016025.32,0.000344212143888
1527016025.34,0.000152108513897
1527016025.36,0.000322392617781
1527016025.38,0.000425136448684
1527016025.4,0.000321442063209
1527016025.42,0.000131244047484
1527016025.44,5.01597448159e-05
1527016025.46,0.0001
1527016025.48,0.000117524465538
1527016025.5,0.000117524465538
1527016025.52,5.01597448159e-05
1527016025.54,0.0001
1527016025.56,0.000112432201793
1527016025.58,0.0001
1527016025.6,0.000111874930168
1527016025.63,0.0001
1527016025.65,0.000176527618236
1527016025.67,0.000145471646722
1527016025.69,0.000123113768523
1527016025.71,0.000123113768523
1527016025.73,0.0001
1527016025.75,0.000123113768523
1527016025.77,0.000179949993054
1527016025.79,0.000172817823155
1527016025.81,0.000111874930168
1527016025.83,0.000118055071894
1527016025.85,0.000140946798474
1527016025.87,0.000153876573916
1527016025.89,0.0001
1527016025.91,0.0002
1527016025.93,0.000206194083329
1527016025.95,0.000111874930168
1527016025.98,0.0
1527016026.0,0.000264007575649
1527016026.02,0.000238203694346
1527016026.04,0.0
1527016026.06,0.000117524465538
1527016026.08,0.000136091880728
1527016026.1,0.000140502669014
1527016026.12,0.000123048770819
1527016026.14,0.000158559137233
1527016026.16,0.000111874930168
1527016026.18,0.000179949993054
1527016026.2,0.000175846523992
1527016026.22,0.00021972937901
1527016026.24,0.000223026904207
1527016026.26,8.49999999999e-05
1527016026.28,0.000335489195057
1527016026.3,0.000435042526657
1527016026.32,0.000140502669014
1527016026.35,0.000112432201793
1527016026.37,0.000435042526657
1527016026.39,0.000538763398905
1527016026.41,0.000234812691309
1527016026.43,0.000158609583569
1527016026.45,0.000139014387745
1527016026.47,0.000139014387745
1527016026.49,0.000161359846306
1527016026.51,0.000240908696398
1527016026.53,8.49999999999e-05
1527016026.55,0.000117524465538
1527016026.57,0.00018237872683
1527016026.59,0.000165096941219
1527016026.61,0.000105057127316
1527016026.63,3.6e-05
1527016026.65,0.000140502669014
1527016026.67,0.000158609583569
1527016026.69,0.000131244047484
1527016026.72,0.000195233193899
1527016026.74,0.000428085271879
1527016026.76,0.000531490357391
1527016026.78,0.00022943626566
1527016026.8,0.000140502669014
1527016026.82,0.000111874930168
1527016026.84,8.49999999999e-05
1527016026.86,0.0
1527016026.88,0.000105057127316
1527016026.9,0.000145471646722
1527016026.92,0.000150469265965
1527016026.94,8.49999999999e-05
1527016026.96,0.000178790380054
1527016026.98,0.000157292720747
1527016027.0,8.49999999999e-05
1527016027.02,0.000140502669014
1527016027.04,0.00031
1527016027.06,0.000636837498896
1527016027.09,0.00031
1527016027.11,0.000153876573916
1527016027.13,3.6e-05
1527016027.15,0.000118055071894
1527016027.17,0.000112432201793
1527016027.19,0.0
1527016027.21,0.0
1527016027.23,0.0001
1527016027.25,0.0001
1527016027.27,0.000172817823155
1527016027.29,0.0001
1527016027.31,0.000158609583569
1527016027.33,0.000225913700337
1527016027.35,0.000176527618236
1527016027.37,0.000179949993054
1527016027.39,0.0001
1527016027.41,0.000150469265965
1527016027.43,0.000179949993054
1527016027.45,0.000131244047484
1527016027.48,0.000158609583569
1527016027.5,0.000150469265965
1527016027.52,0.0
1527016027.54,0.0002
1527016027.56,0.000206194083329
1527016027.58,0.000128269248068
1527016027.6,0.000258642610565
1527016027.62,0.000179949993054
1527016027.64,0.000172817823155
1527016027.66,0.00016
1527016027.68,0.000425136448684
1527016027.7,0.000327317888298
1527016027.72,0.000140502669014
1527016027.74,0.000117524465538
1527016027.76,0.0
1527016027.78,0.000112432201793
1527016027.8,0.000158609583569
1527016027.82,3.6e-05
1527016027.84,0.000162643782543
1527016027.86,0.000112432201793
1527016027.89,0.000150469265965
1527016027.91,0.000158609583569
1527016027.93,0.000206194083329
1527016027.95,0.000117524465538
1527016027.97,0.000206194083329
1527016027.99,0.00011574109037
1527016028.01,0.000243427607309
1527016028.03,0.000118055071894
1527016028.05,0.0
1527016028.07,6.17413961617e-05
1527016028.09,0.000122743635273
1527016028.11,0.000195
1527016028.13,0.0001
1527016028.15,0.000123113768523
1527016028.17,0.000112432201793
1527016028.19,0.00018117670932
1527016028.21,0.0
1527016028.23,0.000172817823155
1527016028.25,0.000254880364093
1527016028.28,0.0002
1527016028.3,0.000112432201793
1527016028.32,0.000112432201793
1527016028.34,0.000158609583569
1527016028.36,0.000123113768523
1527016028.38,0.000150469265965
1527016028.4,0.000150469265965
1527016028.42,0.0
1527016028.44,0.000158609583569
1527016028.46,0.000172817823155
1527016028.48,0.000150469265965
1527016028.5,9.23092628071e-05
1527016028.52,0.000183515666906
1527016028.54,0.000153876573916
1527016028.56,0.000117524465538
1527016028.58,9.78621479429e-05
1527016028.6,0.000179493732481
1527016028.62,0.000238203694346
1527016028.64,0.000238203694346
1527016028.67,0.0
1527016028.69,0.000150469265965
1527016028.71,0.0001
1527016028.73,0.000111874930168
1527016028.75,0.00022943626566
1527016028.77,0.000158609583569
1527016028.79,6.17413961617e-05
1527016028.81,0.0
1527016028.83,0.000150469265965
1527016028.85,0.000326271359454
1527016028.87,0.00022943626566
1527016028.89,0.000128269248068
1527016028.91,0.000118055071894
1527016028.93,0.000158609583569
1527016028.95,0.000158609583569
1527016028.97,0.000158609583569
1527016028.99,0.00016
1527016029.02,0.000112432201793
1527016029.04,0.000111874930168
1527016029.06,0.000131244047484
1527016029.08,0.000217313138121
1527016029.1,0.000162643782543
1527016029.12,0.000128269248068
1527016029.14,0.0
